CommitmentID,CommitmentDate,FinancialYear,PurchaseRequisitionReference,PurchaseOrderReference,ProgrammeCode,DirectorateCode,CostCentreCode,RegionCode,ActivityCode,VoteCode,FundSourceCode,SupplierCategory,CommitmentAmount,AmountInvoiced,AmountPaid,OutstandingCommitment,ExpectedDeliveryDate,CommitmentStatus,DaysOutstanding,ResponsibleRole,RiskRating
CMT-000421,2024-08-24,FY2024/2025,PR-789922,PO-477705,PRG-12,DIR-12,CC-025,RG-04,ACT-040,V-5110,FS-03,Training,653000,653000,643000,10000,2025-01-11,Partially Paid,645,Project Manager,Critical
CMT-000422,2024-10-09,FY2024/2025,PR-774776,PO-594038,PRG-11,DIR-11,CC-029,RG-02,ACT-026,V-2540,FS-01,Maintenance,3345000,1145000,32000,3313000,2024-12-29,Partially Paid,599,Procurement Officer,Critical
CMT-000423,2025-04-05,FY2024/2025,PR-268796,PO-843740,PRG-11,DIR-11,CC-032,RG-01,ACT-026,V-2330,FS-02,Printing and Stationery,1178000,0,0,1178000,2025-09-14,Overdue,421,Procurement Officer,Critical
CMT-000424,2025-01-15,FY2024/2025,PR-941078,PO-897360,PRG-03,DIR-03,CC-003,RG-01,ACT-006,V-2510,FS-01,Security Services,335000,0,0,335000,2025-05-03,Overdue,501,Project Manager,Critical
CMT-000425,2024-11-30,FY2024/2025,PR-887166,PO-412057,PRG-02,DIR-02,CC-002,RG-01,ACT-035,V-2520,FS-01,Travel and Accommodation,1572000,1572000,1048000,524000,2025-05-14,Partially Paid,547,Procurement Officer,Critical
CMT-000426,2025-01-17,FY2024/2025,PR-659569,PO-681195,PRG-11,DIR-11,CC-032,RG-01,ACT-025,V-2120,FS-01,Printing and Stationery,1611000,1161000,623000,988000,2025-05-21,Partially Paid,499,Cost Centre Manager,Critical
CMT-000427,2024-08-06,FY2024/2025,PR-479399,PO-414892,PRG-12,DIR-12,CC-023,RG-01,ACT-040,V-2520,FS-01,Maintenance,516000,0,0,516000,2024-09-09,Overdue,663,Project Manager,Critical
CMT-000428,2024-09-01,FY2024/2025,PR-151458,PO-220462,PRG-13,DIR-13,CC-018,RG-05,ACT-030,V-2250,FS-01,Maintenance,1489000,1489000,30000,1459000,2024-11-08,Partially Paid,637,Project Manager,Critical
CMT-000429,2024-11-10,FY2024/2025,PR-113789,PO-837203,PRG-13,DIR-13,CC-014,RG-01,ACT-029,V-2240,FS-01,Training,2354000,1494000,1062000,1292000,2025-01-28,Partially Paid,567,Project Manager,Critical
CMT-000430,2024-09-10,FY2024/2025,PR-661974,PO-872260,PRG-12,DIR-12,CC-028,RG-02,ACT-027,V-2250,FS-03,ICT Services,2015000,1508000,670000,1345000,2024-10-31,Partially Paid,628,Procurement Officer,Critical
CMT-000431,2025-03-19,FY2024/2025,PR-805541,PO-302541,PRG-12,DIR-12,CC-023,RG-01,ACT-040,V-2420,FS-01,Consultancy,3062000,3062000,13000,3049000,2025-06-17,Partially Paid,438,Cost Centre Manager,Critical
CMT-000432,2025-04-08,FY2024/2025,PR-546962,PO-348873,PRG-13,DIR-13,CC-014,RG-01,ACT-030,V-2440,FS-01,Printing and Stationery,1862000,1475000,779000,1083000,2025-07-18,Partially Paid,418,Project Manager,Critical
CMT-000433,2024-08-29,FY2024/2025,PR-938312,PO-401486,PRG-13,DIR-13,CC-016,RG-03,ACT-030,V-2360,FS-02,Professional Services,1561000,0,0,1561000,2024-10-03,Overdue,640,Project Manager,Critical
CMT-000434,2024-07-28,FY2024/2025,PR-328170,PO-303001,PRG-10,DIR-10,CC-010,RG-01,ACT-024,V-3140,FS-01,Travel and Accommodation,1039000,1039000,221000,818000,2025-01-02,Partially Paid,672,Procurement Officer,Critical
CMT-000435,2024-12-17,FY2024/2025,PR-489396,PO-720837,PRG-11,DIR-11,CC-011,RG-01,ACT-025,V-3110,FS-04,ICT Services,2350000,1122000,432000,1918000,2025-05-19,Partially Paid,530,Project Manager,Critical
CMT-000436,2025-02-18,FY2024/2025,PR-569523,PO-489005,PRG-12,DIR-12,CC-012,RG-01,ACT-027,V-2110,FS-01,Printing and Stationery,2906000,0,0,2906000,2025-05-03,Overdue,467,Project Manager,Critical
CMT-000437,2025-04-19,FY2024/2025,PR-751772,PO-846321,PRG-13,DIR-13,CC-019,RG-06,ACT-029,V-2390,FS-01,Consultancy,3246000,0,0,3246000,2025-05-26,Overdue,407,Procurement Officer,Critical
CMT-000438,2024-08-17,FY2024/2025,PR-633334,PO-136015,PRG-10,DIR-10,CC-010,RG-01,ACT-024,V-2530,FS-01,Travel and Accommodation,681000,579000,77000,604000,2025-01-22,Partially Paid,652,Project Manager,Critical
CMT-000439,2024-07-27,FY2024/2025,PR-292951,PO-247930,PRG-13,DIR-13,CC-020,RG-07,ACT-030,V-2211,FS-01,Professional Services,3455000,2725000,327000,3128000,2024-11-11,Partially Paid,673,Procurement Officer,Critical
CMT-000440,2024-08-16,FY2024/2025,PR-269828,PO-829247,PRG-12,DIR-12,CC-025,RG-04,ACT-040,V-2410,FS-01,ICT Services,107000,107000,49000,58000,2025-02-08,Partially Paid,653,Cost Centre Manager,Critical
CMT-000441,2024-10-01,FY2024/2025,PR-444705,PO-907666,PRG-01,DIR-01,CC-001,RG-01,ACT-001,V-2540,FS-01,Professional Services,2569000,2569000,523000,2046000,2025-03-21,Partially Paid,607,Procurement Officer,Critical
CMT-000442,2024-09-29,FY2024/2025,PR-986289,PO-922273,PRG-12,DIR-12,CC-023,RG-01,ACT-040,V-4130,FS-02,Travel and Accommodation,890000,697000,134000,756000,2025-02-04,Partially Paid,609,Procurement Officer,Critical
CMT-000443,2024-12-01,FY2024/2025,PR-546007,PO-921274,PRG-12,DIR-12,CC-012,RG-01,ACT-028,V-2440,FS-01,Printing and Stationery,641000,573000,340000,301000,2025-02-24,Partially Paid,546,Procurement Officer,Critical
CMT-000444,2024-10-04,FY2024/2025,PR-615320,PO-419909,PRG-03,DIR-03,CC-003,RG-01,ACT-006,V-2420,FS-03,Printing and Stationery,1928000,1638000,791000,1137000,2024-12-24,Partially Paid,604,Procurement Officer,Critical
CMT-000445,2024-12-23,FY2024/2025,PR-176806,PO-387262,PRG-13,DIR-13,CC-014,RG-01,ACT-029,V-2520,FS-02,Security Services,3349000,2176000,1796000,1553000,2025-06-16,Partially Paid,524,Procurement Officer,Critical
CMT-000446,2024-09-10,FY2024/2025,PR-749264,PO-848821,PRG-12,DIR-12,CC-023,RG-01,ACT-027,V-4120,FS-01,Consultancy,246000,246000,20000,226000,2025-01-25,Partially Paid,628,Project Manager,Critical
CMT-000447,2024-09-24,FY2024/2025,PR-192418,PO-407230,PRG-13,DIR-13,CC-021,RG-08,ACT-030,V-2460,FS-01,Equipment,744000,744000,119000,625000,2025-03-13,Partially Paid,614,Project Manager,Critical
CMT-000448,2025-02-13,FY2024/2025,PR-393452,PO-672758,PRG-08,DIR-08,CC-008,RG-01,ACT-020,V-2110,FS-02,Consultancy,1666000,1666000,47000,1619000,2025-06-15,Partially Paid,472,Cost Centre Manager,Critical
CMT-000449,2025-02-26,FY2024/2025,PR-533218,PO-463200,PRG-11,DIR-11,CC-031,RG-01,ACT-025,V-2310,FS-02,Equipment,3455000,2707000,1347000,2108000,2025-04-01,Partially Paid,459,Project Manager,Critical
CMT-000450,2024-07-07,FY2024/2025,PR-915130,PO-912947,PRG-07,DIR-07,CC-007,RG-01,ACT-018,V-3110,FS-01,Professional Services,3302000,2887000,598000,2704000,2024-11-10,Partially Paid,693,Cost Centre Manager,Critical
CMT-000451,2025-01-22,FY2024/2025,PR-258621,PO-876642,PRG-13,DIR-13,CC-018,RG-05,ACT-029,V-2430,FS-01,Training,237000,0,0,237000,2025-07-13,Overdue,494,Cost Centre Manager,Critical
CMT-000452,2024-12-16,FY2024/2025,PR-779622,PO-145591,PRG-12,DIR-12,CC-028,RG-02,ACT-027,V-2110,FS-01,Security Services,1184000,0,0,1184000,2025-01-22,Overdue,531,Project Manager,Critical
CMT-000453,2025-04-10,FY2024/2025,PR-936923,PO-299579,PRG-12,DIR-12,CC-027,RG-03,ACT-027,V-2230,FS-01,Training,2473000,1555000,712000,1761000,2025-09-30,Partially Paid,416,Procurement Officer,Critical
CMT-000454,2025-01-01,FY2024/2025,PR-279867,PO-840748,PRG-02,DIR-02,CC-002,RG-01,ACT-005,V-2420,FS-01,Equipment,3198000,1752000,1363000,1835000,2025-05-09,Partially Paid,515,Procurement Officer,Critical
CMT-000455,2025-04-17,FY2024/2025,PR-338663,PO-140099,PRG-11,DIR-11,CC-031,RG-01,ACT-025,V-2330,FS-03,Security Services,1231000,1007000,874000,357000,2025-09-02,Partially Paid,409,Project Manager,Critical
CMT-000456,2024-08-06,FY2024/2025,PR-741145,PO-436973,PRG-05,DIR-05,CC-005,RG-01,ACT-036,V-2390,FS-01,Travel and Accommodation,1696000,877000,17000,1679000,2025-01-29,Partially Paid,663,Procurement Officer,Critical
CMT-000457,2024-09-28,FY2024/2025,PR-428611,PO-743750,PRG-12,DIR-12,CC-025,RG-04,ACT-040,V-5110,FS-01,Security Services,633000,633000,11000,622000,2025-01-12,Partially Paid,610,Procurement Officer,Critical
CMT-000458,2025-05-25,FY2024/2025,PR-621671,PO-313573,PRG-12,DIR-12,CC-025,RG-04,ACT-027,V-2460,FS-02,Printing and Stationery,288000,0,0,288000,2025-07-22,Overdue,371,Cost Centre Manager,Critical
CMT-000459,2024-08-30,FY2024/2025,PR-481011,PO-796125,PRG-06,DIR-06,CC-006,RG-01,ACT-015,V-2520,FS-01,ICT Services,2480000,0,0,2480000,2025-02-05,Overdue,639,Cost Centre Manager,Critical
CMT-000460,2025-05-19,FY2024/2025,PR-696567,PO-550298,PRG-01,DIR-01,CC-001,RG-01,ACT-038,V-2380,FS-01,ICT Services,306000,0,0,306000,2025-11-04,Overdue,377,Procurement Officer,Critical
CMT-000461,2025-02-27,FY2024/2025,PR-375400,PO-267472,PRG-12,DIR-12,CC-027,RG-03,ACT-027,V-2390,FS-01,Travel and Accommodation,1158000,590000,107000,1051000,2025-04-09,Partially Paid,458,Procurement Officer,Critical
CMT-000462,2025-01-03,FY2024/2025,PR-582253,PO-397143,PRG-08,DIR-08,CC-008,RG-01,ACT-020,V-2250,FS-01,Construction,3443000,2197000,1753000,1690000,2025-06-21,Partially Paid,513,Project Manager,Critical
CMT-000463,2024-07-09,FY2024/2025,PR-277392,PO-825274,PRG-11,DIR-11,CC-031,RG-01,ACT-025,V-2211,FS-03,Professional Services,1119000,1119000,794000,325000,2024-11-01,Partially Paid,691,Cost Centre Manager,Critical
CMT-000464,2024-08-12,FY2024/2025,PR-396095,PO-194700,PRG-02,DIR-02,CC-002,RG-01,ACT-005,V-2110,FS-02,Construction,610000,209000,156000,454000,2024-12-21,Partially Paid,657,Project Manager,Critical
CMT-000465,2024-07-19,FY2024/2025,PR-290743,PO-400558,PRG-06,DIR-06,CC-006,RG-01,ACT-014,V-2250,FS-02,Maintenance,456000,287000,245000,211000,2024-10-06,Partially Paid,681,Cost Centre Manager,Critical
CMT-000466,2024-09-06,FY2024/2025,PR-383406,PO-770760,PRG-13,DIR-13,CC-016,RG-03,ACT-030,V-2360,FS-01,Utilities,2009000,1168000,530000,1479000,2024-10-23,Partially Paid,632,Project Manager,Critical
CMT-000467,2025-03-30,FY2024/2025,PR-575032,PO-616550,PRG-12,DIR-12,CC-012,RG-01,ACT-028,V-2360,FS-01,Equipment,1887000,1887000,1334000,0,2025-07-29,Cancelled,427,Cost Centre Manager,Critical
CMT-000468,2025-03-26,FY2024/2025,PR-454781,PO-949904,PRG-02,DIR-02,CC-002,RG-01,ACT-004,V-3120,FS-01,Maintenance,2434000,2434000,513000,1921000,2025-06-19,Partially Paid,431,Project Manager,Critical
CMT-000469,2025-05-23,FY2024/2025,PR-646489,PO-107328,PRG-12,DIR-12,CC-023,RG-01,ACT-027,V-2450,FS-01,Professional Services,441000,441000,61000,380000,2025-07-01,Partially Paid,373,Procurement Officer,Critical
CMT-000470,2024-12-10,FY2024/2025,PR-129204,PO-644912,PRG-13,DIR-13,CC-018,RG-05,ACT-029,V-3110,FS-03,Travel and Accommodation,3254000,1670000,347000,2907000,2025-01-10,Partially Paid,537,Procurement Officer,Critical
CMT-000471,2024-08-06,FY2024/2025,PR-602484,PO-664737,PRG-12,DIR-12,CC-012,RG-01,ACT-027,V-2390,FS-01,Fuel and Lubricants,1788000,910000,698000,1090000,2024-10-01,Partially Paid,663,Cost Centre Manager,Critical
CMT-000472,2025-01-12,FY2024/2025,PR-922577,PO-514084,PRG-12,DIR-12,CC-023,RG-01,ACT-027,V-2240,FS-01,Equipment,2047000,747000,530000,1517000,2025-05-21,Partially Paid,504,Cost Centre Manager,Critical
CMT-000473,2025-04-09,FY2024/2025,PR-444986,PO-189864,PRG-07,DIR-07,CC-007,RG-01,ACT-017,V-2420,FS-01,Travel and Accommodation,2211000,0,0,2211000,2025-09-22,Overdue,417,Procurement Officer,Critical
CMT-000474,2025-04-21,FY2024/2025,PR-770381,PO-547727,PRG-06,DIR-06,CC-006,RG-01,ACT-016,V-2240,FS-02,Maintenance,3073000,0,0,3073000,2025-08-17,Overdue,405,Project Manager,Critical
CMT-000475,2025-01-30,FY2024/2025,PR-759012,PO-300321,PRG-12,DIR-12,CC-023,RG-01,ACT-027,V-2460,FS-02,Equipment,1671000,1120000,154000,1517000,2025-03-04,Partially Paid,486,Procurement Officer,Critical
CMT-000476,2025-03-24,FY2024/2025,PR-559173,PO-506083,PRG-13,DIR-13,CC-020,RG-07,ACT-029,V-2460,FS-02,ICT Services,2928000,0,0,2928000,2025-09-10,Overdue,433,Procurement Officer,Critical
CMT-000477,2025-01-27,FY2024/2025,PR-211960,PO-286621,PRG-11,DIR-11,CC-032,RG-01,ACT-025,V-5130,FS-02,Utilities,2623000,2623000,241000,2382000,2025-07-22,Partially Paid,489,Cost Centre Manager,Critical
CMT-000478,2024-11-22,FY2024/2025,PR-932262,PO-423900,PRG-05,DIR-05,CC-005,RG-01,ACT-036,V-2520,FS-01,Fuel and Lubricants,1741000,0,0,1741000,2025-05-18,Overdue,555,Project Manager,Critical
CMT-000479,2025-04-24,FY2024/2025,PR-384532,PO-397351,PRG-08,DIR-08,CC-008,RG-01,ACT-019,V-3110,FS-01,Travel and Accommodation,2567000,0,0,2567000,2025-10-05,Overdue,402,Procurement Officer,Critical
CMT-000480,2025-01-26,FY2024/2025,PR-727864,PO-271466,PRG-02,DIR-02,CC-002,RG-01,ACT-003,V-4110,FS-02,Equipment,2437000,1216000,113000,2324000,2025-05-22,Partially Paid,490,Procurement Officer,Critical
CMT-000481,2024-12-14,FY2024/2025,PR-196782,PO-851038,PRG-01,DIR-01,CC-001,RG-01,ACT-039,V-2520,FS-01,Equipment,1372000,887000,425000,947000,2025-02-20,Partially Paid,533,Project Manager,Critical
CMT-000482,2024-12-19,FY2024/2025,PR-370218,PO-275552,PRG-11,DIR-11,CC-032,RG-01,ACT-026,V-2420,FS-02,Equipment,2970000,2970000,210000,2760000,2025-06-04,Partially Paid,528,Procurement Officer,Critical
CMT-000483,2024-09-07,FY2024/2025,PR-391427,PO-683295,PRG-11,DIR-11,CC-011,RG-01,ACT-026,V-2430,FS-01,Professional Services,2341000,879000,136000,0,2024-12-29,Cancelled,631,Cost Centre Manager,Critical
CMT-000484,2025-01-04,FY2024/2025,PR-236880,PO-712546,PRG-13,DIR-13,CC-017,RG-04,ACT-029,V-5110,FS-03,Professional Services,501000,246000,178000,323000,2025-03-12,Partially Paid,512,Procurement Officer,Critical
CMT-000485,2025-04-01,FY2024/2025,PR-651616,PO-612797,PRG-11,DIR-11,CC-011,RG-01,ACT-026,V-2330,FS-02,Fuel and Lubricants,2258000,2258000,636000,1622000,2025-07-04,Partially Paid,425,Cost Centre Manager,Critical
CMT-000486,2025-04-10,FY2024/2025,PR-682298,PO-405750,PRG-03,DIR-03,CC-003,RG-01,ACT-006,V-2310,FS-03,Security Services,1995000,1179000,588000,1407000,2025-07-18,Partially Paid,416,Procurement Officer,Critical
CMT-000487,2025-03-15,FY2024/2025,PR-435628,PO-802955,PRG-11,DIR-11,CC-029,RG-02,ACT-026,V-2330,FS-01,Fuel and Lubricants,3494000,3494000,3487000,7000,2025-08-30,Partially Paid,442,Cost Centre Manager,Critical
CMT-000488,2025-02-18,FY2024/2025,PR-647462,PO-211515,PRG-02,DIR-02,CC-002,RG-01,ACT-003,V-5110,FS-01,Professional Services,3017000,0,0,3017000,2025-04-07,Overdue,467,Procurement Officer,Critical
CMT-000489,2024-08-11,FY2024/2025,PR-484162,PO-394637,PRG-12,DIR-12,CC-025,RG-04,ACT-028,V-2510,FS-04,Fuel and Lubricants,1874000,1200000,504000,1370000,2025-01-17,Partially Paid,658,Procurement Officer,Critical
CMT-000490,2025-04-05,FY2024/2025,PR-818074,PO-108915,PRG-12,DIR-12,CC-024,RG-05,ACT-027,V-2420,FS-01,Utilities,2227000,2227000,274000,1953000,2025-07-13,Partially Paid,421,Project Manager,Critical
CMT-000491,2025-04-05,FY2024/2025,PR-951597,PO-638790,PRG-01,DIR-01,CC-001,RG-01,ACT-039,V-3120,FS-03,Fuel and Lubricants,2306000,0,0,2306000,2025-09-05,Overdue,421,Procurement Officer,Critical
CMT-000492,2024-10-15,FY2024/2025,PR-254668,PO-927616,PRG-13,DIR-13,CC-019,RG-06,ACT-030,V-2430,FS-01,Training,1947000,1657000,1546000,401000,2024-12-23,Partially Paid,593,Project Manager,Critical
CMT-000493,2025-04-12,FY2024/2025,PR-237810,PO-773645,PRG-08,DIR-08,CC-008,RG-01,ACT-019,V-2330,FS-01,Consultancy,2033000,1563000,671000,1362000,2025-09-18,Partially Paid,414,Procurement Officer,Critical
CMT-000494,2025-04-16,FY2024/2025,PR-627041,PO-860144,PRG-10,DIR-10,CC-010,RG-01,ACT-024,V-2510,FS-02,Fuel and Lubricants,1752000,1498000,1335000,417000,2025-05-19,Partially Paid,410,Procurement Officer,Critical
CMT-000495,2025-02-02,FY2024/2025,PR-655172,PO-139686,PRG-11,DIR-11,CC-011,RG-01,ACT-026,V-4120,FS-02,Fuel and Lubricants,829000,659000,250000,579000,2025-03-07,Partially Paid,483,Project Manager,Critical
CMT-000496,2025-02-07,FY2024/2025,PR-886539,PO-789935,PRG-12,DIR-12,CC-024,RG-05,ACT-040,V-4110,FS-02,Consultancy,925000,454000,233000,692000,2025-05-01,Partially Paid,478,Project Manager,Critical
CMT-000497,2025-05-14,FY2024/2025,PR-822107,PO-145827,PRG-01,DIR-01,CC-001,RG-01,ACT-002,V-2230,FS-01,Equipment,3363000,0,0,0,2025-06-18,Cancelled,382,Cost Centre Manager,Critical
CMT-000498,2024-12-16,FY2024/2025,PR-791214,PO-156949,PRG-01,DIR-01,CC-001,RG-01,ACT-039,V-3110,FS-01,Fuel and Lubricants,2640000,2640000,1118000,1522000,2025-02-10,Partially Paid,531,Project Manager,Critical
CMT-000499,2025-05-07,FY2024/2025,PR-179971,PO-598198,PRG-09,DIR-09,CC-009,RG-01,ACT-022,V-2230,FS-01,Construction,178000,68000,4000,174000,2025-09-25,Partially Paid,389,Procurement Officer,Critical
CMT-000500,2024-12-03,FY2024/2025,PR-289250,PO-619010,PRG-11,DIR-11,CC-031,RG-01,ACT-025,V-5130,FS-02,Equipment,234000,234000,177000,57000,2025-01-03,Partially Paid,544,Project Manager,Critical
CMT-000501,2025-01-31,FY2024/2025,PR-595177,PO-956572,PRG-11,DIR-11,CC-031,RG-01,ACT-026,V-3110,FS-01,Printing and Stationery,502000,0,0,502000,2025-03-23,Overdue,485,Cost Centre Manager,Critical
CMT-000502,2024-07-20,FY2024/2025,PR-398888,PO-392963,PRG-11,DIR-11,CC-029,RG-02,ACT-026,V-2110,FS-01,Utilities,2089000,1755000,449000,1640000,2024-12-19,Partially Paid,680,Procurement Officer,Critical
CMT-000503,2024-11-10,FY2024/2025,PR-994326,PO-413582,PRG-11,DIR-11,CC-030,RG-07,ACT-025,V-3130,FS-01,Security Services,2040000,1191000,594000,1446000,2025-02-09,Partially Paid,567,Procurement Officer,Critical
CMT-000504,2024-10-06,FY2024/2025,PR-376005,PO-370727,PRG-11,DIR-11,CC-031,RG-01,ACT-026,V-2212,FS-04,Equipment,3237000,0,0,3237000,2024-12-10,Overdue,602,Project Manager,Critical
CMT-000505,2025-04-20,FY2024/2025,PR-135774,PO-646445,PRG-13,DIR-13,CC-017,RG-04,ACT-030,V-5120,FS-01,Fuel and Lubricants,434000,434000,115000,319000,2025-08-04,Partially Paid,406,Project Manager,Critical
CMT-000506,2024-07-01,FY2024/2025,PR-679185,PO-741268,PRG-06,DIR-06,CC-006,RG-01,ACT-016,V-2310,FS-01,Maintenance,1899000,935000,56000,1843000,2024-09-26,Partially Paid,699,Project Manager,Critical
CMT-000507,2024-10-07,FY2024/2025,PR-425037,PO-602140,PRG-12,DIR-12,CC-024,RG-05,ACT-027,V-2460,FS-03,Travel and Accommodation,1790000,0,0,1790000,2024-11-23,Overdue,601,Cost Centre Manager,Critical
CMT-000508,2024-12-27,FY2024/2025,PR-295550,PO-812250,PRG-11,DIR-11,CC-030,RG-07,ACT-026,V-2210,FS-04,Professional Services,1402000,1007000,910000,492000,2025-02-13,Partially Paid,520,Procurement Officer,Critical
CMT-000509,2025-01-06,FY2024/2025,PR-241826,PO-743325,PRG-13,DIR-13,CC-017,RG-04,ACT-030,V-2510,FS-01,Construction,561000,0,0,561000,2025-05-07,Overdue,510,Project Manager,Critical
CMT-000510,2024-10-31,FY2024/2025,PR-152463,PO-469355,PRG-13,DIR-13,CC-016,RG-03,ACT-030,V-2380,FS-01,Maintenance,884000,884000,65000,819000,2025-02-18,Partially Paid,577,Project Manager,Critical
CMT-000511,2025-03-01,FY2024/2025,PR-311619,PO-202836,PRG-12,DIR-12,CC-025,RG-04,ACT-027,V-2530,FS-01,Fuel and Lubricants,1472000,1472000,858000,614000,2025-08-05,Partially Paid,456,Project Manager,Critical
CMT-000512,2024-08-09,FY2024/2025,PR-745490,PO-438801,PRG-13,DIR-13,CC-017,RG-04,ACT-030,V-2420,FS-01,Printing and Stationery,2268000,1646000,1609000,659000,2024-11-16,Partially Paid,660,Procurement Officer,Critical
CMT-000513,2024-10-01,FY2024/2025,PR-139235,PO-409775,PRG-12,DIR-12,CC-024,RG-05,ACT-027,V-2380,FS-01,Professional Services,2415000,2415000,2175000,240000,2024-11-07,Partially Paid,607,Project Manager,Critical
CMT-000514,2024-07-14,FY2024/2025,PR-957792,PO-911273,PRG-12,DIR-12,CC-012,RG-01,ACT-027,V-2360,FS-02,Equipment,89000,54000,16000,73000,2024-11-23,Partially Paid,686,Cost Centre Manager,Critical
CMT-000515,2024-12-26,FY2024/2025,PR-666327,PO-848441,PRG-13,DIR-13,CC-017,RG-04,ACT-030,V-2230,FS-01,ICT Services,110000,110000,110000,0,2025-02-01,Fully Paid,521,Procurement Officer,Critical
CMT-000516,2025-05-09,FY2024/2025,PR-910808,PO-981118,PRG-11,DIR-11,CC-031,RG-01,ACT-025,V-2520,FS-01,Travel and Accommodation,1048000,1048000,901000,147000,2025-07-28,Partially Paid,387,Project Manager,Critical
CMT-000517,2025-01-10,FY2024/2025,PR-327965,PO-400790,PRG-13,DIR-13,CC-013,RG-01,ACT-029,V-2240,FS-02,Equipment,1291000,0,0,1291000,2025-02-15,Overdue,506,Cost Centre Manager,Critical
CMT-000518,2024-09-28,FY2024/2025,PR-460404,PO-660500,PRG-13,DIR-13,CC-015,RG-02,ACT-029,V-2380,FS-04,Training,1517000,1517000,31000,1486000,2024-12-05,Partially Paid,610,Cost Centre Manager,Critical
CMT-000519,2024-09-03,FY2024/2025,PR-970290,PO-991829,PRG-13,DIR-13,CC-015,RG-02,ACT-030,V-2360,FS-01,Consultancy,267000,0,0,267000,2025-02-28,Overdue,635,Cost Centre Manager,Critical
CMT-000520,2025-01-03,FY2024/2025,PR-490286,PO-541807,PRG-05,DIR-05,CC-005,RG-01,ACT-011,V-4110,FS-04,Construction,1974000,0,0,1974000,2025-06-07,Overdue,513,Project Manager,Critical
CMT-000521,2024-11-05,FY2024/2025,PR-175753,PO-540312,PRG-13,DIR-13,CC-020,RG-07,ACT-030,V-2230,FS-04,Security Services,1359000,0,0,1359000,2025-01-24,Overdue,572,Project Manager,Critical
CMT-000522,2024-08-20,FY2024/2025,PR-167240,PO-926464,PRG-12,DIR-12,CC-023,RG-01,ACT-027,V-2211,FS-04,ICT Services,3383000,0,0,3383000,2024-12-04,Overdue,649,Project Manager,Critical
CMT-000523,2025-02-18,FY2024/2025,PR-382916,PO-347529,PRG-11,DIR-11,CC-032,RG-01,ACT-025,V-2390,FS-01,Professional Services,2376000,1455000,152000,2224000,2025-06-20,Partially Paid,467,Procurement Officer,Critical
CMT-000524,2024-12-23,FY2024/2025,PR-914186,PO-393345,PRG-02,DIR-02,CC-002,RG-01,ACT-035,V-5110,FS-01,Equipment,2364000,768000,78000,2286000,2025-02-10,Partially Paid,524,Cost Centre Manager,Critical
CMT-000525,2025-03-03,FY2024/2025,PR-152778,PO-916812,PRG-10,DIR-10,CC-010,RG-01,ACT-024,V-2450,FS-01,Security Services,194000,194000,79000,115000,2025-08-04,Partially Paid,454,Procurement Officer,Critical
CMT-000526,2024-07-23,FY2024/2025,PR-868411,PO-723837,PRG-01,DIR-01,CC-001,RG-01,ACT-002,V-5110,FS-01,Maintenance,2243000,2243000,1848000,395000,2024-09-05,Partially Paid,677,Procurement Officer,Critical
CMT-000527,2025-02-09,FY2024/2025,PR-583351,PO-631214,PRG-13,DIR-13,CC-014,RG-01,ACT-029,V-2110,FS-01,Utilities,3208000,0,0,3208000,2025-05-01,Overdue,476,Cost Centre Manager,Critical
CMT-000528,2025-03-27,FY2024/2025,PR-809445,PO-710126,PRG-12,DIR-12,CC-023,RG-01,ACT-027,V-2230,FS-02,Printing and Stationery,1825000,0,0,1825000,2025-06-26,Overdue,430,Cost Centre Manager,Critical
CMT-000529,2025-01-06,FY2024/2025,PR-456846,PO-113742,PRG-13,DIR-13,CC-018,RG-05,ACT-030,V-2211,FS-01,Utilities,3421000,0,0,3421000,2025-02-25,Overdue,510,Project Manager,Critical
CMT-000530,2024-10-02,FY2024/2025,PR-451290,PO-144674,PRG-13,DIR-13,CC-015,RG-02,ACT-029,V-2410,FS-02,Training,817000,0,0,817000,2024-11-23,Overdue,606,Cost Centre Manager,Critical
